title, year, genre, img_path, synopsis
"Beyond",2016,"Drama, Fantasy, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNDgxMDQzMF5BMl5BanBnXkFtZTgwNjg1Mjg1NDM@._V1_UY98_CR5,0,67,98_AL_.jpg","A young man wakes up from a 12 year coma to discover new abilities that come to propel him into the middle of a dangerous conspiracy."
"MacGyver",2016,"Action, Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMDliYzI2YTUtN2ZmZC00M2QwLWJkYzQtZGQ0ZmZlMGJmYjJmXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg","Young Angus "Mac" MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives."
"The Ranch",2016,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxOTU5ODE0OV5BMl5BanBnXkFtZTgwNzM0MzQ1MDI@._V1_UX67_CR0,0,67,98_AL_.jpg","The son of a Colorado rancher returns home from a semi-pro football career to run the family business."
"Colony",2016,"Action, Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NDQzMDE2N15BMl5BanBnXkFtZTgwMjQwMDU0NzE@._V1_UX67_CR0,0,67,98_AL_.jpg","In the wake of a mysterious alien invasion, a family fights to stay together in a new world order."
"Bull",2016,"Comedy, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1NDkyNjE4NV5BMl5BanBnXkFtZTgwMDM5NDQwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","BULL stars Michael Weatherly as Dr. Jason Bull in a drama inspired by the early career of Dr. Phil McGraw, the founder of one of the most prolific trial consulting firms of all time. ...                "
"La La Land",2016,"Comedy, Drama, Music","https://images-na.ssl-images-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future."
"The Girl on the Train",2016,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BNzFlMjA0ZmUtZWI0Mi00ZGJkLTlmMmYtZmE1ODZiMjhjMGM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life."
"Suicide Squad",2016,"Action, Adventure, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_UX67_CR0,0,67,98_AL_.jpg","A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse."
"Split",2016,"Horror, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BZTJiNGM2NjItNDRiYy00ZjY0LTgwNTItZDBmZGRlODQ4YThkL2ltYWdlXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_UX67_CR0,0,67,98_AL_.jpg","Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th."
"Kevin Can Wait",2016,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BOTM3MGUwNTItNmIyYi00NjFiLTg5NWQtYzRlYzY3ODY3YTM1XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg","A retired police officer is on a fresh career path as he rises to the challenge of being a newly single dad. His kids are grateful to him for making sure they're OK but decide it's time for him to get out of the house, so they turn to Vanessa (Leah Remini), his former police partner, for help."
"Moana",2016,"Animation, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
"Sing",2016,"Animation, Comedy, Family","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_UX67_CR0,0,67,98_AL_.jpg","In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same."
"Billions",2016,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNDQ3OTMyMzM5NF5BMl5BanBnXkFtZTgwOTA2NzU2NDM@._V1_UX67_CR0,0,67,98_AL_.jpg","U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby "Axe" Axelrod in a battle between two powerful New York figures."
"The Detour",2016,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNjc4MzY4NF5BMl5BanBnXkFtZTgwOTY2NjA0NDM@._V1_UY98_CR0,0,67,98_AL_.jpg","Contemporary husband and father takes his family on a road trip."
"The Path",2016,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ4MzMzNzUyN15BMl5BanBnXkFtZTgwODU2NTI0NDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A man who converts to a controversial following suffers from a crisis of faith."
"Hacksaw Ridge",2016,"Biography, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot."
"Rogue One: A Star Wars Story",2016,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans."
"Fuller House",2016,"Comedy, Family","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMzU5MzA0MF5BMl5BanBnXkFtZTgwODgyOTg1MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","In a continuation of Full House (1987), D.J. Fuller is a mother of three young boys and is a recent widow. D.J.'s sister Stephanie, her best friend Kimmy and Kimmy's teenage daughter all move in to help raise her sons. The house is now a lot fuller."
"A Cure for Wellness",2016,"Drama, Fantasy, Horror","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious "wellness center" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem."
"Deadpool",2016,"Action, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQyODg5Njc4N15BMl5BanBnXkFtZTgwMzExMjE3NzE@._V1_UY98_CR0,0,67,98_AL_.jpg","A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge."
"Frontier",2016,"Adventure","https://images-na.ssl-images-amazon.com/images/M/MV5BNTIxNjkxNjc4N15BMl5BanBnXkFtZTgwODAxNTc3NzE@._V1_UX67_CR0,0,67,98_AL_.jpg","Follows Declan Harp, a part-Irish, part-Native American outlaw who is campaigning to breach the Hudson's Bay Company's monopoly on the fur trade in Canada."
"Trolls",2016,"Animation, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNDc3OTcxMV5BMl5BanBnXkFtZTgwODk2NjAzOTE@._V1_UX67_CR0,0,67,98_AL_.jpg","After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends."
"Fantastic Beasts and Where to Find Them",2016,"Adventure, Family, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school."
"Moonlight",2016,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNzQxNTIyODAxMV5BMl5BanBnXkFtZTgwNzQyMDA3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","A chronicle of the childhood, adolescence and burgeoning adulthood of a young, African-American, gay man growing up in a rough neighborhood of Miami."
"The Midnight Man",2016,"Horror","https://images-na.ssl-images-amazon.com/images/M/MV5BNTQxZmNjODMtYWVmZi00ZWU1LTkyYjktMjIxYzBmMDc5MjE1XkEyXkFqcGdeQXVyNDU3NTY4ODc@._V1_UX67_CR0,0,67,98_AL_.jpg","A girl and her friends find a game in the attic that summons a creature known as The Midnight Man, who uses their worst fears against them."
"The Grand Tour",2016,"Comedy, Talk-Show","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4ZTYzY2UtMGZiNS00YTdmLThmM2MtODRlNWY1MWJkMTQyXkEyXkFqcGdeQXVyNjI4OTg2Njg@._V1_UX67_CR0,0,67,98_AL_.jpg","Follow Jeremy, Richard, and James, as they embark on an adventure across the globe. Driving new and exciting automobiles from manufacturers all over the world."
"Hidden Figures",2016,"Biography, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BMzg2Mzg4YmUtNDdkNy00NWY1LWE3NmEtZWMwNGNlMzE5YzU3XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_UX67_CR0,0,67,98_AL_.jpg","The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program."
"Captain America: Civil War",2016,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX67_CR0,0,67,98_AL_.jpg","Political involvement in the Avengers' activities causes a rift between Captain America and Iron Man."
"Arrival",2016,"Drama, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_UX67_CR0,0,67,98_AL_.jpg","When twelve mysterious spacecrafts appear around the world, linguistics professor Louise Banks is tasked with interpreting the language of the apparent alien visitors."
"Nocturnal Animals",2016,"Crime, Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzMwMzgxNl5BMl5BanBnXkFtZTgwMTA0MTUzMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A wealthy art gallery owner receives a draft of her ex-husband's new novel, and once she starts reading it she just cannot put it down."
"Shadowhunters: The Mortal Instruments",2016,"Action, Fantasy, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNzU4NDE1OV5BMl5BanBnXkFtZTgwODM0Nzc4MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","After her mother disappears, Clary must venture into the dark world of demon hunting, and embrace her new role among the Shadowhunters."
"Me Before You",2016,"Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2NjE4NDE2NV5BMl5BanBnXkFtZTgwOTcwNDE5NzE@._V1_UX67_CR0,0,67,98_AL_.jpg","A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of."
"Doctor Strange",2016,"Action, Adventure, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BNjgwNzAzNjk1Nl5BMl5BanBnXkFtZTgwMzQ2NjI1OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
"Shooter",2016,"Action, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNmViMGQzMzMtNzgyYy00YzA4LWIzYzAtYmU5OTA4YWJjZWNjXkEyXkFqcGdeQXVyNjgyMjQ2NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","A conspiracy thriller that follows the journey of Bob Lee Swagger, a highly-decorated veteran who is coaxed back into action to prevent a plot to kill the President."
"American Housewife",2016,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ2MGVhZTUtNWI2Yi00YzNmLTgwMWMtMDhhODBlN2M3NzAyXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A family comedy narrated by Katie, a strong-willed mother, raising her flawed family in a wealthy town filled with perfect wives and their perfect offspring.""The Shape of Water",2017,"Adventure, Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg","At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity."
"Thor: Ragnarok",2017,"Action, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UX67_CR0,0,67,98_AL_.jpg","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                "
"The Greatest Showman",2017,"Biography, Drama, Musical","https://images-na.ssl-images-amazon.com/images/M/MV5BYjQ0ZWJkYjMtYjJmYS00MjJiLTg3NTYtMmIzN2E2Y2YwZmUyXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_UX67_CR0,0,67,98_AL_.jpg","Celebrates the birth of show business, and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation."
"Three Billboards Outside Ebbing, Missouri",2017,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BZTZjYzU2NTktNTdmNi00OTM0LTg5MDgtNGFjOGMzNjY0MDk5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit."
"Jumanji: Welcome to the Jungle",2017,"Action, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNDQ1MDc5OV5BMl5BanBnXkFtZTgwOTcyNzI2MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game."
"The End of the F***ing World",2017,"Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMzhhMTczMDQtNWE0Yy00OTJiLTlmYjgtNWU1MmVkYTVlYWVhXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX67_CR0,0,67,98_AL_.jpg","James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father."
"The Post",2017,"Biography, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQyMjEwOTIwNV5BMl5BanBnXkFtZTgwOTkzNTMxNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between the press and the government."
"Call Me by Your Name",2017,"Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg","In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape."
"Darkest Hour",2017,"Biography, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BNTU4MjMwOTgyMV5BMl5BanBnXkFtZTgwODQzNjY2NDM@._V1_UX67_CR0,0,67,98_AL_.jpg","During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Hitler, or fight on against incredible odds."
"Britannia",2017,"Action, Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMmE5OTkxNTQtYjVkNy00NTE1LWIxYjQtM2EyMGRlMWI2Yjg2XkEyXkFqcGdeQXVyODEyMzI2OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","In 43 AD, the Roman Army - determined and terrified in equal measure - returns to crush the Celtic heart of Britannia - a mysterious land ruled by warrior women and powerful druids who can ...                "
"Blade Runner 2049",2017,"Drama, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years."
"Star Trek: Discovery",2017,"Action, Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3NDA1NjM1Nl5BMl5BanBnXkFtZTgwNzg5ODEzMzI@._V1_UY98_CR0,0,67,98_AL_.jpg","Ten years before Kirk, Spock and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien."
"Phantom Thread",2017,"Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxODcwOTU2Nl5BMl5BanBnXkFtZTgwOTUzNjY2NDM@._V1_UX67_CR0,0,67,98_AL_.jpg","Set in 1950's London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover."
"I, Tonya",2017,"Biography, Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes."
"The Good Doctor",2017,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0Nzk2MDE2MV5BMl5BanBnXkFtZTgwMzg0MzI3MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","Shaun Murphy, a young surgeon with autism and Savant syndrome, is recruited into the surgical unit of a prestigious hospital."
"Get Out",2017,"Horror, Mystery, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_UX67_CR0,0,67,98_AL_.jpg","It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare."
"It",2017,"Drama, Horror, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BZDVkZmI0YzAtNzdjYi00ZjhhLWE1ODEtMWMzMWMzNDA0NmQ4XkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UX67_CR0,0,67,98_AL_.jpg","In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town."
"Star Wars: The Last Jedi",2017,"Action, Adventure, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order."
"Lady Bird",2017,"Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California."
"Hostiles",2017,"Adventure, Drama, Western","https://images-na.ssl-images-amazon.com/images/M/MV5BNjFhZjM4ZDYtMGRjYi00Yzc2LWExYmEtMDQ3NzA4ODU4YTljXkEyXkFqcGdeQXVyNjkwMzU3NDI@._V1_UX67_CR0,0,67,98_AL_.jpg","In 1892, a legendary Army captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory."
"Molly's Game",2017,"Biography, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNTkzMzRlYjEtMTQ5Yi00OWY3LWI0NzYtNGQ4ZDkzZTU0M2IwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target."
"Coco",2017,"Animation, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY98_CR1,0,67,98_AL_.jpg","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
"Dunkirk",2017,"Action, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg","Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II."
"The Gifted",2017,"Action, Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BNzY5NTI0ODg5MV5BMl5BanBnXkFtZTgwMTM0NjM5MjI@._V1_UX67_CR0,0,67,98_AL_.jpg","In a world where mutated humans are treated with distrust and fear, an institute for mutants battles to achieve peaceful co-existence with humanity."
"Downsizing",2017,"Comedy, Drama, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BNDYxNDQ5OTYxOV5BMl5BanBnXkFtZTgwOTcyODkxNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor."
"Big Little Lies",2017,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BN2VjYmU2NjYtMzgyZi00YmYwLWJhNWUtNTk4ZmRmNWNmZTljL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX67_CR0,0,67,98_AL_.jpg","The apparently perfect lives of three mothers of first graders unravel to the point of murder."
"Dark",2017,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNjQ2MTY5NV5BMl5BanBnXkFtZTgwOTAzNTQxNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families."
"Bright",2017,"Action, Crime, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNzk5NDg1Nl5BMl5BanBnXkFtZTgwNTM5MDQxNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","Set in a world where fantasy creatures live side by side with humans. A human cop is forced to work with an Orc to find a weapon everyone is prepared to kill for."
"Mosaic",2017,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNDY3ODQyNl5BMl5BanBnXkFtZTgwMjEzMjE1NDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A whodunit based on the murder of popular children's book author and illustrator Olivia Lake."
"The Disaster Artist",2017,"Biography, Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UX67_CR0,0,67,98_AL_.jpg","When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true."
"Murder on the Orient Express",2017,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BNGFmM2NmYjYtMjAwNy00ZDkzLWI3ZWMtOGZhOTRhYzQwMTA0XkEyXkFqcGdeQXVyNzU2MzMyNTI@._V1_UX67_CR0,0,67,98_AL_.jpg","When a murder occurs on the train he's travelling on, celebrated detective Hercule Poirot is recruited to solve the case."
"The Handmaid's Tale",2017,"Drama, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMzEzNTIzMDk2OF5BMl5BanBnXkFtZTgwNjIzODQxMjI@._V1_UX67_CR0,0,67,98_AL_.jpg","Set in a dystopian future, a woman is forced to live as a concubine under a fundamentalist theocratic dictatorship."
"Counterpart",2017,"Drama, Sci-Fi, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNTM3OTQ4OV5BMl5BanBnXkFtZTgwMjgxMjEzNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A UN employee discovers the agency he works for is hiding a gateway to a parallel dimension."
"Money Heist",2017,"Action, Crime, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMzBlY2QzNzYtMWU1NS00NjFkLWJiMzItYmM3YTc4MDFjNDQwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg","A group of very peculiar robbers have assaulted the Factory of Moneda and Timbre to carry out the most perfect robbery in the history of Spain and taking home 2,400 million euros."
"Geostorm",2017,"Action, Sci-Fi, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0OTQwMTIxNzheQTJeQWpwZ15BbWU4MDQ1MzI3OTMy._V1_UX67_CR0,0,67,98_AL_.jpg","When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone."
"Jigsaw",2017,"Crime, Horror, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BNmRiZDM4ZmMtOTVjMi00YTNlLTkyNjMtMjI2OTAxNjgwMWM1XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX67_CR0,0,67,98_AL_.jpg","Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for ten years."
"The Punisher",2017,"Action, Adventure, Crime","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MjAzNjYwM15BMl5BanBnXkFtZTgwMTI5NzE1MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","After the murder of his family, Marine veteran Frank Castle became a vigilante known as "The Punisher" with only one goal in mind, to avenge them."
"Only the Brave",2017,"Biography, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5ODc5OTc2M15BMl5BanBnXkFtZTgwNjM0NjIzMzI@._V1_UX67_CR0,0,67,98_AL_.jpg","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire."
"Pitch Perfect 3",2017,"Comedy, Music","https://images-na.ssl-images-amazon.com/images/M/MV5BNjEyMjk4NTE1NV5BMl5BanBnXkFtZTgwOTgzNzA3MjI@._V1_UX67_CR0,0,67,98_AL_.jpg","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices."
"Justice League",2017,"Action, Adventure, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BYWVhZjZkYTItOGIwYS00NmRkLWJlYjctMWM0ZjFmMDU4ZjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy."
"Pirates of the Caribbean: Dead Men Tell No Tales",2017,"Action, Adventure, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMTcxNzc5M15BMl5BanBnXkFtZTgwOTg2ODE2MTI@._V1_UX67_CR0,0,67,98_AL_.jpg","Captain Jack Sparrow searches for the trident of Poseidon while being pursued by an undead sea captain and his crew."
